Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW21,1388.0,OUT018
NCH29,1570.0,OUT046
FDU58,3064.0,OUT013
FDY27,2930.0,OUT017
FDV56,1884.0,OUT035
FDT59,3666.0,OUT046
FDB23,3648.0,OUT046
FDR49,774.0,OUT045
FDB03,1876.0,OUT010
FDN39,2670.0,OUT045
FDX02,4940.0,OUT027
FDQ16,3160.0,OUT027
FDU35,1332.0,OUT018
NCT29,1980.0,OUT013
FDZ27,778.0,OUT046
FDN57,2376.0,OUT017
FDA03,2052.0,OUT018
FDZ36,2974.0,OUT045
NCU05,1344.0,OUT013
FDT39,2188.0,OUT018
FDK60,1744.0,OUT017
FDZ25,2910.0,OUT017
FDG12,2012.0,OUT046
DRB01,1102.0,OUT019
NCC43,5364.0,OUT027
FDX13,2058.0,OUT019
FDM22,1016.0,OUT049
FDJ03,2264.0,OUT027
FDU14,3636.0,OUT018
FDB33,662.0,OUT010
FDP27,3016.0,OUT046
FDO38,-644.0,OUT010
FDE28,5116.0,OUT027
FDO27,1608.0,OUT035
DRL23,3184.0,OUT027
FDS28,938.0,OUT046
FDX24,1540.0,OUT013
FDZ02,1612.0,OUT035
FDL46,1856.0,OUT045
FDS60,4296.0,OUT027
NCO06,666.0,OUT017
FDO16,1404.0,OUT035
FDC60,1544.0,OUT049
FDA48,3200.0,OUT018
FDZ36,4444.0,OUT027
FDK27,1934.0,OUT045
FDW23,380.0,OUT018
FDM14,1532.0,OUT018
FDM14,1812.0,OUT013
FDW60,2600.0,OUT018
FDE21,1940.0,OUT013
NCM42,1778.0,OUT035
FDY59,-388.0,OUT010
DRI49,1368.0,OUT049
FDT28,482.0,OUT019
FDQ22,396.0,OUT018
FDR60,1332.0,OUT049
FDC50,-370.0,OUT019
FDV24,2442.0,OUT013
DRF48,1058.0,OUT010
FDQ47,654.0,OUT046
DRN36,1648.0,OUT049
NCY06,2072.0,OUT035
FDE52,1508.0,OUT035
NCB54,2012.0,OUT045
NCF31,2446.0,OUT035
FDJ08,4480.0,OUT027
NCC07,1822.0,OUT017
NCD19,2316.0,OUT027
FDL46,2000.0,OUT049
FDM20,3912.0,OUT045
NCI06,916.0,OUT010
DRM11,4142.0,OUT035
NCH07,2204.0,OUT018
FDS23,2094.0,OUT013
FDO49,596.0,OUT018
FDS35,1168.0,OUT049
DRK39,1288.0,OUT045
DRI39,1016.0,OUT049
FDV04,2650.0,OUT017
NCN14,2920.0,OUT035
FDH08,3726.0,OUT013
FDS20,2940.0,OUT046
FDV40,1312.0,OUT049
FDZ48,-144.0,OUT010
FDS24,2912.0,OUT027
FDK44,2888.0,OUT049
FDS48,2394.0,OUT045
FDK26,1126.0,OUT010
FDD23,3046.0,OUT045
NCH54,2672.0,OUT017
NCP14,-260.0,OUT010
FDM60,-1204.0,OUT010
FDV24,2542.0,OUT017
FDH08,3380.0,OUT018
FDS12,3468.0,OUT027
FDR39,4316.0,OUT027
FDP12,2116.0,OUT027
DRF60,5164.0,OUT027
FDC09,1784.0,OUT035
FDF50,2888.0,OUT018
FDG28,3918.0,OUT035
NCE19,1016.0,OUT017
NCM53,-182.0,OUT010
NCN18,1836.0,OUT049
FDF32,3236.0,OUT035
FDF11,3890.0,OUT013
DRI59,3668.0,OUT049
NCG54,2704.0,OUT035
FDM44,1674.0,OUT046
FDT57,3460.0,OUT018
FDV24,2404.0,OUT046
FDI50,1782.0,OUT019
FDS09,928.0,OUT035
NCC31,3884.0,OUT027
FDQ07,1626.0,OUT019
FDC22,3198.0,OUT017
FDZ56,2734.0,OUT046
FDZ40,-1026.0,OUT019
FDS46,3384.0,OUT027
DRD24,2214.0,OUT045
FDV45,3136.0,OUT017
FDL26,2494.0,OUT045
FDA56,1736.0,OUT018
FDN27,1908.0,OUT046
FDM20,4004.0,OUT049
FDO16,1468.0,OUT017
FDL03,3202.0,OUT035
FDE58,1874.0,OUT046
FDI02,3312.0,OUT027
NCC55,-1280.0,OUT019
FDR03,3040.0,OUT018
FDB14,1700.0,OUT017
FDR45,3836.0,OUT013
NCN07,2206.0,OUT017
FDM51,-198.0,OUT019
FDT52,5332.0,OUT027
FDL26,2488.0,OUT046
NCZ42,3752.0,OUT046
DRI47,438.0,OUT019
FDW40,2288.0,OUT013
FDN34,2730.0,OUT046
FDS01,2922.0,OUT035
NCG55,1820.0,OUT045
FDC11,1476.0,OUT035
FDX35,3348.0,OUT018
NCB06,2542.0,OUT046
FDR09,2188.0,OUT019
FDC53,1690.0,OUT017
FDY45,4062.0,OUT013
FDA22,776.0,OUT010
FDE02,1604.0,OUT035
FDW21,1654.0,OUT045
FDV34,1246.0,OUT046
FDS59,1908.0,OUT049
NCW17,2188.0,OUT017
NCK54,1852.0,OUT046
FDG17,1978.0,OUT019
FDG35,2970.0,OUT017
FDD08,-1234.0,OUT010
NCO07,3474.0,OUT017
FDJ10,358.0,OUT010
FDW36,1820.0,OUT017
FDW21,-238.0,OUT010
FDY19,2072.0,OUT017
DRE03,790.0,OUT013
NCC55,712.0,OUT049
FDH52,-854.0,OUT010
FDO09,4336.0,OUT017
FDU43,3844.0,OUT045
FDX09,852.0,OUT010
FDH40,-546.0,OUT019
FDW58,1826.0,OUT017
FDC47,3714.0,OUT017
NCR41,1576.0,OUT035
DRG49,3890.0,OUT035
FDC52,3888.0,OUT027
FDY13,1254.0,OUT046
FDY35,830.0,OUT013
FDI35,3056.0,OUT017
NCU18,2324.0,OUT049
FDY33,2272.0,OUT018
FDC15,3896.0,OUT027
FDU01,3140.0,OUT049
NCU42,2670.0,OUT046
NCV29,2544.0,OUT018
NCY30,3016.0,OUT017
FDQ46,1880.0,OUT049
FDG58,3924.0,OUT027
FDK33,3520.0,OUT017
NCD07,1806.0,OUT045
NCX29,3736.0,OUT027
NCT42,2368.0,OUT013
DRN59,820.0,OUT035
FDI44,1360.0,OUT035
FDA45,2904.0,OUT049
FDP31,1116.0,OUT045
FDY01,1898.0,OUT046
FDT09,1892.0,OUT018
DRH03,2948.0,OUT027
FDA36,2700.0,OUT018
NCF31,2550.0,OUT017
FDG14,2580.0,OUT049
FDG28,5344.0,OUT027
FDU14,4016.0,OUT049
FDY47,246.0,OUT019
FDI56,1588.0,OUT049
DRD01,982.0,OUT013
FDM22,948.0,OUT046
FDH33,724.0,OUT013
DRZ24,1902.0,OUT013
NCQ38,1686.0,OUT046
FDO16,2796.0,OUT027
FDU07,3860.0,OUT027
NCB07,3076.0,OUT013
FDU48,2102.0,OUT045
NCM43,2602.0,OUT045
FDR31,460.0,OUT010
DRK49,400.0,OUT018
NCI30,1914.0,OUT010
DRD60,2998.0,OUT017
NCG19,3668.0,OUT046
FDH12,1736.0,OUT035
FDM32,1574.0,OUT035
FDM27,2558.0,OUT035
NCU53,4080.0,OUT027
NCQ18,1550.0,OUT046
FDS10,2874.0,OUT013
FDB33,3996.0,OUT027
FDI12,1456.0,OUT013
NCW42,3502.0,OUT013
NCC06,1752.0,OUT018
FDW02,2162.0,OUT017
NCD43,1794.0,OUT017
FDM57,1100.0,OUT018
FDA58,3866.0,OUT017
FDK56,2958.0,OUT046
FDP52,3656.0,OUT045
FDW20,1752.0,OUT018
FDS52,1704.0,OUT049
NCT29,1636.0,OUT018
NCL54,2796.0,OUT013
FDC05,3134.0,OUT045
FDF34,3210.0,OUT035
FDP03,3484.0,OUT027
FDD32,-488.0,OUT010
FDZ10,2022.0,OUT045
FDZ40,926.0,OUT035
FDD51,408.0,OUT018
NCY30,928.0,OUT019
FDP58,3566.0,OUT017
FDV49,4348.0,OUT017
FDY24,-1016.0,OUT019
NCO55,1838.0,OUT017
FDR13,2088.0,OUT017
FDS51,1172.0,OUT017
FDP26,1616.0,OUT045
NCB54,3512.0,OUT027
FDF32,3296.0,OUT017
FDN31,2752.0,OUT018
DRM48,724.0,OUT017
FDN20,2828.0,OUT049
DRL01,3702.0,OUT046
FDV56,1908.0,OUT049
DRH13,3164.0,OUT027
FDA03,2470.0,OUT017
FDF47,5008.0,OUT027
FDX32,2402.0,OUT046
FDX57,1692.0,OUT049
NCA30,2960.0,OUT045
FDO49,908.0,OUT013
FDL04,-254.0,OUT019
DRM48,650.0,OUT035
FDR16,3398.0,OUT013
NCC19,2732.0,OUT018
NCE42,3684.0,OUT045
FDY24,1076.0,OUT017
FDH19,2896.0,OUT049
FDJ46,2782.0,OUT013
FDN45,1606.0,OUT010
FDY08,2332.0,OUT035
FDZ37,1532.0,OUT035
NCT30,738.0,OUT045
DRY23,436.0,OUT018
NCZ30,1644.0,OUT018
FDC44,1552.0,OUT018
FDB45,1776.0,OUT035
FDY04,2648.0,OUT013
FDM27,2556.0,OUT046
FDZ43,4026.0,OUT017
FDT39,562.0,OUT019
NCC06,104.0,OUT019
FDL15,3904.0,OUT027
FDL57,4236.0,OUT017
FDU08,1632.0,OUT046
FDK40,4288.0,OUT017
FDQ12,1716.0,OUT010
FDS48,2558.0,OUT017
FDP09,3342.0,OUT045
FDW21,1740.0,OUT049
FDY25,2960.0,OUT035
DRE13,1510.0,OUT017
FDV43,-1156.0,OUT019
FDD22,1764.0,OUT045
FDM46,-450.0,OUT019
NCO30,998.0,OUT010
FDM25,2810.0,OUT046
NCN41,2060.0,OUT049
FDU24,1518.0,OUT045
FDZ50,2916.0,OUT046
FDP45,4042.0,OUT013
NCM54,1972.0,OUT045
FDW10,874.0,OUT019
FDP20,2224.0,OUT017
FDK32,2486.0,OUT046
FDN52,1520.0,OUT049
FDM58,1804.0,OUT045
FDZ46,3220.0,OUT027
NCA18,1568.0,OUT018
FDD35,1988.0,OUT046
NCK31,862.0,OUT035
FDI40,3068.0,OUT027
FDT50,-342.0,OUT019
NCT06,2592.0,OUT046
FDT31,3074.0,OUT035
FDT45,976.0,OUT049
FDT13,2994.0,OUT045
FDO50,1484.0,OUT045
NCU18,296.0,OUT010
NCR54,3152.0,OUT049
NCO18,2528.0,OUT018
FDU09,948.0,OUT045
FDT13,2736.0,OUT018
FDE09,1846.0,OUT046
NCK53,-272.0,OUT019
FDG45,3500.0,OUT049
DRH15,756.0,OUT035
FDO21,1692.0,OUT019
FDD14,4380.0,OUT027
FDC09,1738.0,OUT046
FDH45,2240.0,OUT027
FDV32,1096.0,OUT046
FDG12,2012.0,OUT035
FDS32,2348.0,OUT013
NCL55,3672.0,OUT018
DRE01,3848.0,OUT035
DRE15,1324.0,OUT049
NCL42,3856.0,OUT045
FDP31,1134.0,OUT013
FDN33,1252.0,OUT018
FDZ59,2656.0,OUT046
FDE45,952.0,OUT010
FDJ07,1944.0,OUT013
FDQ45,2696.0,OUT018
FDM33,4904.0,OUT027
FDO15,-622.0,OUT010
FDM46,1496.0,OUT013
FDR03,3300.0,OUT045
FDY49,2452.0,OUT018
FDQ60,1922.0,OUT045
FDW10,2888.0,OUT049
FDO51,896.0,OUT049
FDJ40,1488.0,OUT018
FDS20,2648.0,OUT018
FDU45,1876.0,OUT013
FDV02,2704.0,OUT035
FDN09,3828.0,OUT046
NCM55,4392.0,OUT027
FDN23,2076.0,OUT018
FDY31,434.0,OUT010
FDW03,-150.0,OUT010
FDD14,2920.0,OUT046
FDV23,2152.0,OUT017
DRI03,2746.0,OUT045
FDN13,1640.0,OUT035
FDF45,2520.0,OUT027
FDU46,1508.0,OUT035
FDB57,3700.0,OUT049
FDV12,1748.0,OUT049
FDQ58,2440.0,OUT013
NCA18,1966.0,OUT017
FDH52,1124.0,OUT049
FDM24,2152.0,OUT018
NCP43,4312.0,OUT027
NCO18,880.0,OUT019
FDM32,1658.0,OUT017
NCL07,774.0,OUT017
FDK03,4030.0,OUT013
FDP59,1840.0,OUT017
FDQ24,4056.0,OUT049
FDQ16,1464.0,OUT018
FDU44,2660.0,OUT013
FDH28,-1264.0,OUT010
FDV28,-1314.0,OUT019
FDM22,916.0,OUT045
FDR56,3176.0,OUT046
FDV39,3236.0,OUT049
FDU37,-540.0,OUT019
FDQ11,2188.0,OUT010
FDX02,3484.0,OUT045
NCS42,1184.0,OUT018
FDY57,3000.0,OUT027
FDB21,3932.0,OUT049
FDE28,3774.0,OUT017
FDQ55,2042.0,OUT017
FDA48,3612.0,OUT049
FDZ19,2780.0,OUT045
NCC43,3926.0,OUT045
NCV18,1286.0,OUT046
NCA42,2224.0,OUT018
FDY45,4048.0,OUT046
NCC30,2798.0,OUT045
FDM57,1444.0,OUT013
FDL09,742.0,OUT010
FDB09,3480.0,OUT027
FDT44,1980.0,OUT035
NCT06,4032.0,OUT027
FDX26,2968.0,OUT049
FDK32,2546.0,OUT013
DRA12,2262.0,OUT046
FDO46,1110.0,OUT010
FDE52,1444.0,OUT013
NCH42,3594.0,OUT045
FDV08,798.0,OUT035
FDB47,3048.0,OUT018
FDC28,-168.0,OUT010
FDD22,1812.0,OUT046
FDS07,3324.0,OUT027
DRI13,3404.0,OUT045
FDG32,3260.0,OUT018
FDU14,4062.0,OUT017
FDD28,-956.0,OUT019
NCP41,1904.0,OUT017
FDS08,2912.0,OUT049
FDX47,2548.0,OUT045
FDC53,-290.0,OUT019
FDQ19,3940.0,OUT035
FDL14,2528.0,OUT045
FDM33,1578.0,OUT019
FDA51,1784.0,OUT045
FDZ27,508.0,OUT018
FDT04,664.0,OUT046
DRC13,2120.0,OUT049
FDR16,4852.0,OUT027
FDQ03,5224.0,OUT027
FDE38,2750.0,OUT035
DRH23,2372.0,OUT027
FDT11,1138.0,OUT019
FDD09,2944.0,OUT035
FDR40,1342.0,OUT045
FDX07,3134.0,OUT017
FDR07,1644.0,OUT035
FDA51,1954.0,OUT017
FDT59,1766.0,OUT019
FDF20,3272.0,OUT017
FDR13,1906.0,OUT045
FDY26,3436.0,OUT049
FDW04,2232.0,OUT017
FDK52,3700.0,OUT017
FDN60,2596.0,OUT049
FDM09,836.0,OUT019
FDP46,1512.0,OUT049
FDB50,-618.0,OUT019
NCQ29,4164.0,OUT049
FDP16,5304.0,OUT027
FDX33,2308.0,OUT018
FDP07,1216.0,OUT010
FDN22,3984.0,OUT046
FDF39,4240.0,OUT049
FDS21,1184.0,OUT017
NCM42,1726.0,OUT013
FDK50,740.0,OUT019
DRF13,3776.0,OUT027
FDH35,2360.0,OUT018
FDP60,1332.0,OUT018
DRJ49,3516.0,OUT027
NCT42,440.0,OUT019
FDE38,2796.0,OUT049
FDI04,3260.0,OUT049
NCH54,2460.0,OUT045
FDT56,1132.0,OUT049
DRD15,3360.0,OUT018
FDV58,3086.0,OUT013
FDP21,3108.0,OUT049
FDH05,3718.0,OUT013
FDR10,4024.0,OUT027
NCP06,2336.0,OUT045
FDF33,2008.0,OUT049
DRK37,3000.0,OUT013
DRH49,1338.0,OUT045
FDT58,2680.0,OUT013
FDD41,1412.0,OUT018
FDP40,1516.0,OUT018
FDM51,3140.0,OUT027
FDO45,-478.0,OUT010
FDW33,-228.0,OUT010
FDY24,910.0,OUT045
FDB10,1824.0,OUT010
FDM40,2264.0,OUT035
NCI06,2980.0,OUT017
FDW12,438.0,OUT019
FDX48,3964.0,OUT027
NCW05,3148.0,OUT027
FDX27,1668.0,OUT017
DRM37,3096.0,OUT045
FDA38,3770.0,OUT045
FDR36,708.0,OUT046
FDZ45,3144.0,OUT046
FDG05,2672.0,OUT017
FDK28,4084.0,OUT013
FDV47,1388.0,OUT045
FDN21,2530.0,OUT045
FDP20,3520.0,OUT027
FDI35,2902.0,OUT045
DRY23,766.0,OUT013
FDA56,2150.0,OUT017
FDB09,2038.0,OUT013
NCO26,3292.0,OUT027
FDQ49,2272.0,OUT018
FDI52,3376.0,OUT027
FDZ44,3368.0,OUT027
FDZ09,2320.0,OUT018
FDY03,1956.0,OUT049
NCG42,2188.0,OUT017
DRI13,4884.0,OUT027
FDQ32,2118.0,OUT013
FDW16,1540.0,OUT035
FDU27,810.0,OUT046
FDR28,700.0,OUT010
FDQ49,656.0,OUT010
FDS37,1902.0,OUT046
FDW26,3204.0,OUT018
FDX12,3584.0,OUT018
NCP06,2404.0,OUT013
FDW45,398.0,OUT010
NCN30,1600.0,OUT049
FDN24,972.0,OUT049
NCL41,2012.0,OUT027
FDR02,-164.0,OUT019
FDD09,1000.0,OUT010
FDS33,-486.0,OUT010
FDU22,1888.0,OUT045
FDI53,2614.0,OUT013
DRH01,2860.0,OUT049
FDX32,2378.0,OUT013
NCP30,368.0,OUT018
FDB60,3100.0,OUT045
FDB14,1672.0,OUT049
NCP02,976.0,OUT035
FDJ10,2398.0,OUT017
FDG34,1816.0,OUT046
NCB18,1534.0,OUT017
FDM16,1328.0,OUT049
FDW25,1124.0,OUT018
FDB35,-378.0,OUT010
DRN11,2296.0,OUT013
FDF41,1966.0,OUT019
FDH16,1390.0,OUT045
NCQ50,3060.0,OUT018
DRH23,648.0,OUT018
DRJ37,2428.0,OUT013
DRJ24,4344.0,OUT027
FDY16,2968.0,OUT035
FDQ27,1726.0,OUT045
FDZ33,2336.0,OUT045
FDF29,2110.0,OUT045
FDA08,2768.0,OUT049
FDG31,1080.0,OUT046
FDE34,1000.0,OUT019
NCR30,2616.0,OUT027
FDV33,4164.0,OUT035
DRZ24,1624.0,OUT018
NCL54,2766.0,OUT035
FDR12,2896.0,OUT049
NCC54,3808.0,OUT046
DRN59,804.0,OUT013
FDX50,-172.0,OUT019
FDV31,4304.0,OUT027
NCA29,4164.0,OUT027
FDW60,2960.0,OUT049
FDX08,3076.0,OUT017
DRD49,3722.0,OUT013
FDD33,3680.0,OUT046
FDW35,762.0,OUT013
FDJ36,1826.0,OUT017
FDV51,2706.0,OUT035
FDW36,1718.0,OUT046
FDH35,2658.0,OUT046
NCS30,3500.0,OUT027
FDN49,826.0,OUT017
FDL08,3644.0,OUT018
FDI09,4040.0,OUT013
FDP19,1804.0,OUT018
FDU21,-1322.0,OUT010
NCP41,1720.0,OUT045
FDY10,1836.0,OUT013
FDP12,388.0,OUT018
NCN26,1932.0,OUT049
FDK44,2824.0,OUT013
FDC28,1828.0,OUT049
FDJ41,5584.0,OUT027
NCT29,2020.0,OUT035
NCH42,1682.0,OUT019
FDU60,2424.0,OUT018
FDS02,3032.0,OUT045
FDC51,1986.0,OUT046
FDU03,2968.0,OUT013
FDX39,3384.0,OUT045
NCY05,-1298.0,OUT010
NCL06,5516.0,OUT027
FDD32,1426.0,OUT035
NCN41,1946.0,OUT045
NCX53,2360.0,OUT049
FDU57,508.0,OUT019
FDQ23,1694.0,OUT046
FDQ52,3880.0,OUT045
FDC14,740.0,OUT045
FDY09,2856.0,OUT035
FDQ28,2492.0,OUT045
FDV25,3530.0,OUT046
FDJ07,1926.0,OUT035
DRB25,1780.0,OUT049
FDK52,1630.0,OUT019
FDY52,2472.0,OUT027
FDB28,3092.0,OUT046
FDT36,658.0,OUT035
FDV25,3688.0,OUT017
NCN07,3520.0,OUT027
FDC57,3280.0,OUT017
FDQ03,3504.0,OUT018
FDU23,2816.0,OUT017
NCX41,3418.0,OUT035
NCD06,788.0,OUT035
FDW08,1716.0,OUT045
NCU29,2454.0,OUT017
NCE06,2550.0,OUT013
FDV52,-34.0,OUT010
FDB02,3022.0,OUT017
NCR18,682.0,OUT045
FDK16,1588.0,OUT049
NCQ29,2142.0,OUT010
FDZ01,-146.0,OUT019
FDW27,2572.0,OUT035
FDD17,3464.0,OUT018
FDW39,2886.0,OUT013
DRH59,1174.0,OUT045
FDS52,1656.0,OUT013
FDU40,4524.0,OUT027
NCF54,2758.0,OUT013
FDH46,1676.0,OUT045
NCP14,1720.0,OUT049
FDH50,3092.0,OUT049
DRF15,500.0,OUT010
FDV27,2912.0,OUT027
NCJ06,1996.0,OUT049
FDN02,3008.0,OUT018
FDQ51,924.0,OUT049
FDQ07,3732.0,OUT017
FDS45,1828.0,OUT049
NCJ06,1898.0,OUT045
FDD36,1940.0,OUT035
FDY25,2920.0,OUT045
FDU52,2444.0,OUT046
DRK47,3734.0,OUT017
NCL30,2162.0,OUT017
FDN22,4042.0,OUT035
NCF30,3420.0,OUT027
FDK03,4094.0,OUT035
FDT45,1048.0,OUT017
NCC54,5220.0,OUT027
FDP08,2884.0,OUT018
FDU44,2672.0,OUT046
DRG39,894.0,OUT035
FDU32,2092.0,OUT049
FDY27,2900.0,OUT049
NCP54,1972.0,OUT013
NCZ41,2116.0,OUT049
DRL49,2298.0,OUT013
FDI05,968.0,OUT018
FDY56,3640.0,OUT045
DRC13,2054.0,OUT013
NCV29,2994.0,OUT017
FDR24,1584.0,OUT049
FDZ34,2780.0,OUT018
FDP37,2064.0,OUT035
FDX08,4360.0,OUT027
FDS57,2228.0,OUT045
NCG18,1720.0,OUT049
FDK25,2436.0,OUT018
FDH53,1440.0,OUT049
DRI59,3256.0,OUT018
FDA52,2818.0,OUT046
FDT20,-1228.0,OUT010
FDE36,734.0,OUT019
FDI24,2914.0,OUT017
FDB28,2836.0,OUT018
FDV11,2996.0,OUT017
FDP01,2506.0,OUT046
FDD34,4024.0,OUT027
FDJ50,2352.0,OUT027
FDZ44,1968.0,OUT013
DRO59,1288.0,OUT035
DRB48,676.0,OUT045
FDR21,2500.0,OUT018
NCE42,1776.0,OUT010
FDO23,1502.0,OUT046
NCE30,3040.0,OUT018
FDQ22,690.0,OUT035
FDY01,1884.0,OUT045
FDS08,2998.0,OUT017
FDG28,3636.0,OUT018
FDQ51,584.0,OUT018
FDB05,4050.0,OUT017
FDO56,2044.0,OUT049
FDE02,1228.0,OUT018
FDN45,3652.0,OUT017
FDS09,876.0,OUT013
NCA54,2572.0,OUT018
FDP09,1452.0,OUT010
FDC53,1568.0,OUT045
NCM55,3082.0,OUT017
FDL09,2432.0,OUT018
FDA11,-388.0,OUT019
FDA50,1470.0,OUT045
FDC23,3020.0,OUT017
FDE22,2628.0,OUT049
FDD23,3036.0,OUT046
NCA29,2816.0,OUT049
FDK38,2380.0,OUT046
DRC13,1974.0,OUT046
NCP43,2932.0,OUT049
FDX28,1664.0,OUT049
FDF08,1624.0,OUT049
FDZ33,2366.0,OUT046
FDD10,2972.0,OUT049
FDO58,2724.0,OUT017
FDI50,3856.0,OUT017
FDO58,2620.0,OUT045
FDX08,2946.0,OUT013
NCK17,-1228.0,OUT010
FDF39,4196.0,OUT035
FDU45,-78.0,OUT010
NCJ18,1552.0,OUT018
DRC27,1950.0,OUT019
DRC25,1410.0,OUT035
FDU59,2604.0,OUT035
FDU28,3064.0,OUT035
NCP30,666.0,OUT046
FDB39,604.0,OUT018
FDE41,1446.0,OUT013
DRH11,-990.0,OUT010
FDA58,3700.0,OUT045
FDU50,1850.0,OUT046
FDM34,2096.0,OUT013
FDM44,3132.0,OUT027
FDR39,2904.0,OUT045
FDM25,2824.0,OUT045
FDQ49,2644.0,OUT049
DRH25,580.0,OUT018
FDM09,4192.0,OUT027
FDL44,716.0,OUT019
NCR42,252.0,OUT018
DRL59,890.0,OUT046
FDX43,2736.0,OUT013
DRK47,1666.0,OUT010
FDU48,1836.0,OUT018
FDY12,846.0,OUT045
NCN43,1680.0,OUT018
NCM55,2624.0,OUT018
FDQ21,3424.0,OUT027
FDX13,4044.0,OUT035
NCK30,5412.0,OUT027
FDG20,2944.0,OUT049
DRG27,770.0,OUT017
FDY14,3852.0,OUT018
FDP59,1756.0,OUT035
FDU60,2874.0,OUT017
NCC18,756.0,OUT019
DRJ39,3560.0,OUT017
FDS07,1944.0,OUT049
FDM08,5040.0,OUT027
FDP51,1954.0,OUT045
FDU16,1396.0,OUT035
FDH12,1742.0,OUT013
DRE48,1178.0,OUT010
NCL42,5280.0,OUT027
FDR21,2798.0,OUT045
NCW29,2150.0,OUT035
FDO11,4046.0,OUT013
NCM31,2328.0,OUT049
FDV35,558.0,OUT019
FDF58,1160.0,OUT017
NCE43,2744.0,OUT049
FDA02,2354.0,OUT035
DRL37,-1192.0,OUT010
FDR24,1244.0,OUT018
FDW59,1460.0,OUT049
FDS22,892.0,OUT049
FDW24,976.0,OUT017
FDU24,1602.0,OUT035
FDA21,4404.0,OUT027
FDH58,3324.0,OUT027
FDW36,1400.0,OUT018
FDI45,4236.0,OUT027
FDU01,2752.0,OUT018
FDF35,3212.0,OUT027
FDU43,1926.0,OUT019
FDE24,390.0,OUT019
FDK50,2728.0,OUT049
FDG31,1032.0,OUT045
FDC60,1476.0,OUT045
FDL36,1492.0,OUT013
FDP21,3078.0,OUT013
FDW16,1470.0,OUT045
FDX02,3660.0,OUT017
FDQ58,3904.0,OUT027
FDT51,1836.0,OUT046
FDD59,1448.0,OUT049
NCM42,1448.0,OUT018
FDA57,404.0,OUT018
FDZ48,1848.0,OUT035
FDE46,2416.0,OUT045
NCZ30,10.0,OUT019
FDB56,3196.0,OUT017
FDA25,3200.0,OUT027
FDD20,2078.0,OUT013
FDL25,1560.0,OUT013
NCO18,2884.0,OUT049
FDJ45,924.0,OUT017
FDR12,2806.0,OUT035
NCF19,-1154.0,OUT010
FDK25,2678.0,OUT046
NCR17,1832.0,OUT046
FDC52,2436.0,OUT046
NCA54,2990.0,OUT017
FDR45,1868.0,OUT010
NCM19,1900.0,OUT049
FDF39,5620.0,OUT027
FDX23,1664.0,OUT049
FDD58,3048.0,OUT027
FDX28,1612.0,OUT013
NCD31,2590.0,OUT013
FDU57,2152.0,OUT018
FDI27,772.0,OUT046
NCM42,1710.0,OUT046
FDD32,2848.0,OUT027
FDI34,3678.0,OUT013
NCM29,2176.0,OUT049
