Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDZ50,2826.807946300695,OUT046
FDP45,3973.277619248298,OUT013
NCM54,2074.6666765557416,OUT045
FDW10,902.7252703937988,OUT019
FDP20,2142.875549108585,OUT017
FDK32,2418.8426827425383,OUT046
FDN52,1591.969342669503,OUT049
FDM58,1913.9526382340287,OUT045
FDZ46,3182.797154401157,OUT027
NCA18,1600.2408578391787,OUT018
FDD35,1949.8566451474471,OUT046
NCK31,936.3057325045233,OUT035
FDI40,3035.0649569193956,OUT027
FDT50,-261.5901487023966,OUT019
NCT06,2521.4651638569885,OUT046
FDT31,3056.946469367797,OUT035
FDT45,1084.2077666165824,OUT049
FDT13,3046.5065770104948,OUT045
FDO50,1600.7943738577355,OUT045
NCU18,388.74353600987615,OUT010
NCR54,3151.4584828401435,OUT049
NCO18,2518.4585216502064,OUT018
FDU09,1096.5615014147597,OUT045
FDT13,2716.231461673252,OUT018
FDE09,1809.1547160319778,OUT046
NCK53,-190.19276791419725,OUT019
FDG45,3477.894733765059,OUT049
DRH15,837.8838376978188,OUT035
FDO21,1700.3548953625736,OUT019
FDD14,4271.197779162315,OUT027
FDC09,1710.049305811835,OUT046
FDH45,2249.148381203755,OUT027
FDV32,1085.1532733199538,OUT046
FDG12,2038.956416243942,OUT035
FDS32,2360.548214407438,OUT013
NCL55,3585.6154066549434,OUT018
DRE01,3760.4153625386607,OUT035
DRE15,1425.3141055686565,OUT049
NCL42,3869.090599977215,OUT045
FDP31,1185.5544784490176,OUT013
FDN33,1291.9964055287628,OUT018
FDZ59,2560.889684801857,OUT046
FDE45,1013.0848841563716,OUT010
FDJ07,1969.40932518106,OUT013
FDQ45,2681.589464072257,OUT018
FDM33,4783.592136668666,OUT027
FDO15,-475.3223567628838,OUT010
FDM46,1526.2088626340096,OUT013
FDR03,3340.929503711649,OUT045
FDY49,2447.598825484717,OUT018
FDQ60,2005.080105834883,OUT045
FDW10,2905.5944352872575,OUT049
FDO51,1008.5818480122989,OUT049
FDJ40,1529.309313039295,OUT018
FDS20,2627.696993878488,OUT018
FDU45,1910.8349466960976,OUT013
FDV02,2700.9255093434226,OUT035
FDN09,3695.729253034423,OUT046
NCM55,4286.4875063606,OUT027
FDN23,2076.4175692432877,OUT018
FDY31,518.3486137406367,OUT010
FDW03,-32.001290407641136,OUT010
FDD14,2808.7511761116766,OUT046
FDV23,2059.2448814228414,OUT017
DRI03,2814.321918782348,OUT045
FDN13,1667.788704679249,OUT035
FDF45,2528.5324433211035,OUT027
FDU46,1570.7827934939828,OUT035
FDB57,3685.9554603056786,OUT049
FDV12,1811.0450385229651,OUT049
FDQ58,2447.5960253925496,OUT013
NCA18,1897.0755986668269,OUT017
FDH52,1231.5698473999532,OUT049
FDM24,2144.1500725870983,OUT018
NCP43,4216.954438427625,OUT027
NCO18,920.84075245028,OUT019
FDM32,1608.6352027967628,OUT017
NCL07,751.9244414710738,OUT017
FDK03,3955.6789214901046,OUT013
FDP59,1774.4107010545367,OUT017
FDQ24,4004.0153680956487,OUT049
FDQ16,1503.9687440893413,OUT018
FDU44,2652.0687791092705,OUT013
FDH28,-1110.0040260039932,OUT010
FDV28,-1202.711469464145,OUT019
FDM22,1071.892251952082,OUT045
FDR56,3066.53687828937,OUT046
FDV39,3237.468021720935,OUT049
FDU37,-454.6166921550848,OUT019
FDQ11,2186.0038902516562,OUT010
FDX02,3512.480768817111,OUT045
NCS42,1231.842818661641,OUT018
FDY57,2970.215039693381,OUT027
FDB21,3882.2567873511107,OUT049
FDE28,3605.943261395283,OUT017
FDQ55,1978.3493186614705,OUT017
FDA48,3572.1598780465697,OUT049
FDZ19,2831.6358863162104,OUT045
NCC43,3925.9752024541053,OUT045
NCV18,1266.8419064020754,OUT046
NCA42,2229.8321224893107,OUT018
FDY45,3907.4235912148156,OUT046
NCC30,2863.574637716233,OUT045
FDM57,1493.8785880014802,OUT013
FDL09,796.1684845439686,OUT010
FDB09,3433.9012198889286,OUT027
FDT44,2000.5056159738551,OUT035
NCT06,3963.305584320355,OUT027
FDX26,2977.389465188994,OUT049
FDK32,2545.671000262846,OUT013
DRA12,2195.449873198228,OUT046
FDO46,1175.4980450888797,OUT010
FDE52,1501.9679410869066,OUT013
NCH42,3618.5046749461126,OUT045
FDV08,886.0286001784361,OUT035
FDB47,3005.083942695794,OUT018
FDC28,-55.5973329258195,OUT010
FDD22,1766.6880505161776,OUT046
FDS07,3275.6043014975794,OUT027
DRI13,3431.437634667336,OUT045
FDG32,3190.2990387205073,OUT018
FDU14,3896.164053519352,OUT017
FDD28,-835.069814835435,OUT019
NCP41,1833.8938689699662,OUT017
FDS08,2924.1810626135543,OUT049
FDX47,2618.008453138521,OUT045
FDC53,-190.06360780186878,OUT019
FDQ19,3882.6473557895006,OUT035
FDL14,2602.7896949154974,OUT045
FDM33,1568.0027087705912,OUT019
FDA51,1878.223057029652,OUT045
FDZ27,597.3759600056301,OUT018
FDT04,674.558453760987,OUT046
DRC13,2169.2303612114997,OUT049
FDR16,4732.78081652702,OUT027
FDQ03,5087.811692163923,OUT027
FDE38,2738.7596642718836,OUT035
DRH23,2352.2970993673034,OUT027
FDT11,1159.1612422931094,OUT019
FDD09,2931.2783688916907,OUT035
FDR40,1480.7736756398676,OUT045
FDX07,3016.5216019939253,OUT017
FDR07,1687.0617509688327,OUT035
FDA51,1871.4687437900743,OUT017
FDT59,1758.6987341386985,OUT019
FDF20,3141.744190754991,OUT017
FDR13,2011.8868073011772,OUT045
FDY26,3438.7122792323603,OUT049
FDW04,2151.370820815737,OUT017
FDK52,3542.5487021316444,OUT017
FDN60,2609.7248810283854,OUT049
FDM09,864.3863320971341,OUT019
FDP46,1593.12214684214,OUT049
FDB50,-545.5613260163345,OUT019
NCQ29,4102.510787281914,OUT049
FDP16,5173.198408277855,OUT027
FDX33,2296.113666479005,OUT018
FDP07,1264.2364343148356,OUT010
FDN22,3832.2704646044053,OUT046
FDF39,4204.307880931508,OUT049
FDS21,1161.4674145219788,OUT017
NCM42,1766.0228373451469,OUT013
FDK50,782.1418252710041,OUT019
DRF13,3710.0358624721302,OUT027
FDH35,2356.4658337820097,OUT018
FDP60,1364.8400871223712,OUT018
DRJ49,3464.0551470869514,OUT027
NCT42,501.63729676871026,OUT019
FDE38,2815.5823404616963,OUT049
FDI04,3257.6778625713787,OUT049
NCH54,2534.9478968133317,OUT045
FDT56,1227.4520880468353,OUT049
DRD15,3306.5221538346723,OUT018
FDV58,3048.271405261749,OUT013
FDP21,3120.40759519608,OUT049
FDH05,3655.172413155496,OUT013
FDR10,3958.5135816193933,OUT027
NCP06,2423.4786408845976,OUT045
FDF33,2063.264983438714,OUT049
DRK37,2967.2459848396484,OUT013
DRH49,1464.6629650428467,OUT045
FDT58,2665.037531029007,OUT013
FDD41,1446.680417025153,OUT018
FDP40,1555.1811422440755,OUT018
FDM51,3111.74574721702,OUT027
FDO45,-341.8982342610525,OUT010
FDW33,-123.44818857671453,OUT010
FDY24,1040.1837935358176,OUT045
FDB10,1837.3766550966175,OUT010
FDM40,2262.1810430432474,OUT035
NCI06,2862.763896631708,OUT017
FDW12,488.0244319534031,OUT019
FDX48,3889.5785864315067,OUT027
NCW05,3092.7737711583623,OUT027
FDX27,1610.6076630797434,OUT017
DRM37,3125.8112786270794,OUT045
FDA38,3787.4071184845407,OUT045
FDR36,704.574801910187,OUT046
FDZ45,3039.4638248947367,OUT046
FDG05,2565.1676395623745,OUT017
FDK28,4001.972778107052,OUT013
FDV47,1509.728438300771,OUT045
FDN21,2599.3129490107103,OUT045
FDP20,3474.483294106458,OUT027
FDI35,2960.931811677766,OUT045
DRY23,833.0543577900662,OUT013
FDA56,2077.1052169172813,OUT017
FDB09,2057.7343506620705,OUT013
NCO26,3251.768008516652,OUT027
FDQ49,2272.590681929257,OUT018
FDI52,3327.8207532785264,OUT027
FDZ44,3329.770520885392,OUT027
FDZ09,2310.2840280966466,OUT018
FDY03,2014.565251445198,OUT049
NCG42,2111.92026119204,OUT017
DRI13,4766.572408852262,OUT027
FDQ32,2139.5406188217994,OUT013
FDW16,1596.8559562472474,OUT035
FDU27,801.7060110919651,OUT046
FDR28,781.3798888493561,OUT010
FDQ49,733.7772843019197,OUT010
FDS37,1858.3773373415147,OUT046
FDW26,3153.792479649835,OUT018
FDX12,3515.897773123892,OUT018
NCP06,2412.15653186859,OUT013
FDW45,490.14513319772004,OUT010
NCN30,1688.1817833597293,OUT049
FDN24,1061.2585780489794,OUT049
NCL41,2027.691761465885,OUT027
FDR02,-70.58635228977073,OUT019
FDD09,1063.9325765627386,OUT010
FDS33,-357.39771775484587,OUT010
FDU22,1985.6489017895224,OUT045
FDI53,2595.461665744991,OUT013
DRH01,2862.7121741275005,OUT049
FDX32,2376.7416615934126,OUT013
NCP30,465.97438793770925,OUT018
FDB60,3136.254419148655,OUT045
FDB14,1740.6404453730493,OUT049
NCP02,1055.5753989013147,OUT035
FDJ10,2297.3336849984635,OUT017
FDG34,1783.3741617613327,OUT046
NCB18,1489.663049388143,OUT017
FDM16,1427.3208714678417,OUT049
FDW25,1174.4703476648938,OUT018
FDB35,-251.0058608737636,OUT010
DRN11,2277.7000724663003,OUT013
FDF41,1923.2312575226588,OUT019
FDH16,1516.224849905033,OUT045
NCQ50,3024.2105158857366,OUT018
DRH23,697.0488277570412,OUT018
DRJ37,2418.406199680661,OUT013
DRJ24,4239.010052071572,OUT027
FDY16,2947.488862179441,OUT035
FDQ27,1834.4976302966575,OUT045
FDZ33,2409.5400780250675,OUT045
FDF29,2210.8026834469943,OUT045
FDA08,2793.9139024789906,OUT049
FDG31,1075.556385401947,OUT046
FDE34,1024.5108639265932,OUT019
NCR30,2611.6770131636913,OUT027
FDV33,4095.7573329876004,OUT035
DRZ24,1641.7945144936607,OUT018
NCL54,2754.037129470027,OUT035
FDR12,2906.8043066284567,OUT049
NCC54,3657.6312680817045,OUT046
DRN59,876.3960384810607,OUT013
FDX50,-91.0254132804821,OUT019
FDV31,4207.6610019210675,OUT027
NCA29,4091.334608680833,OUT027
FDW60,2969.099674981879,OUT049
FDX08,2956.706332792759,OUT017
DRD49,3633.2219779812413,OUT013
FDD33,3542.221802149645,OUT046
FDW35,847.1185051942939,OUT013
FDJ36,1744.0433851717157,OUT017
FDV51,2699.206573091601,OUT035
FDW36,1672.3000393878856,OUT046
FDH35,2581.98065413601,OUT046
NCS30,3447.3901047269746,OUT027
FDN49,800.4939018356276,OUT017
FDL08,3574.479135486741,OUT018
FDI09,3948.3937763130943,OUT013
FDP19,1803.0857660651145,OUT018
FDU21,-1155.9670421734154,OUT010
NCP41,1827.4860165827981,OUT045
FDY10,1868.0479259346303,OUT013
FDP12,470.83310636833266,OUT018
NCN26,2000.768034822168,OUT049
FDK44,2794.5782286294425,OUT013
FDC28,1894.941047924965,OUT049
FDJ41,5440.316629420098,OUT027
NCT29,2035.4739905117362,OUT035
NCH42,1679.9534153045342,OUT019
FDU60,2407.5452980769946,OUT018
FDS02,3069.3638266105736,OUT045
FDC51,1952.259099636915,OUT046
FDU03,2937.3058307101173,OUT013
FDX39,3414.4383852811293,OUT045
NCY05,-1140.480051664128,OUT010
NCL06,5369.268500691459,OUT027
FDD32,1487.960596581917,OUT035
NCN41,2037.6608286553123,OUT045
NCX53,2400.2550163061965,OUT049
FDU57,549.9874730323427,OUT019
FDQ23,1659.6997760979943,OUT046
FDQ52,3876.789758869779,OUT045
FDC14,901.5786029390524,OUT045
FDY09,2849.5090896715315,OUT035
FDQ28,2567.9660569603257,OUT045
FDV25,3406.8687220688516,OUT046
FDJ07,1959.2613900921751,OUT035
DRB25,1839.7492416781233,OUT049
FDK52,1619.361688625293,OUT019
FDY52,2480.8027754974946,OUT027
FDB28,2987.688873130634,OUT046
FDT36,730.8772133814336,OUT035
FDV25,3531.0055754682544,OUT017
NCN07,3463.9290120774394,OUT027
FDC57,3149.665802118061,OUT017
FDQ03,3438.8832716471784,OUT018
FDU23,2704.4671125030272,OUT017
NCX41,3374.1345620177117,OUT035
NCD06,869.4742618602904,OUT035
FDW08,1811.2944133831443,OUT045
NCU29,2354.649059439168,OUT017
NCE06,2540.314469267126,OUT013
FDV52,59.30922612972972,OUT010
FDB02,2905.281059553414,OUT017
NCR18,851.1414834014818,OUT045
FDK16,1656.835487258476,OUT049
NCQ29,2119.5296482781405,OUT010
FDZ01,-53.042989857147404,OUT019
FDW27,2555.107340157945,OUT035
FDD17,3404.789024161588,OUT018
FDW39,2864.5172110054664,OUT013
DRH59,1301.8649100099055,OUT045
FDS52,1701.2263067524173,OUT013
FDU40,4431.841069085601,OUT027
NCF54,2747.30357835129,OUT013
FDH46,1795.0649509606674,OUT045
NCP14,1785.8570750860408,OUT049
FDH50,3085.430915673925,OUT049
DRF15,589.259401902973,OUT010
FDV27,2894.27770686624,OUT027
NCJ06,2062.6302232084704,OUT049
FDN02,2963.2506441865594,OUT018
FDQ51,1040.3238893950088,OUT049
FDQ07,3573.191706981493,OUT017
FDS45,1904.174731336038,OUT049
NCJ06,2007.2807951582986,OUT045
FDD36,1965.646914721748,OUT035
FDY25,2973.298386930257,OUT045
FDU52,2372.3607138773964,OUT046
DRK47,3566.8418254743997,OUT017
NCL30,2086.515315002303,OUT017
FDN22,3963.7669366772066,OUT035
